Customer ID,Recency,Frequency,Monetary,distinct_products,tenure_days,avg_order_value,purchase_interval_std,is_uk,churned,cluster,churn_probability,predicted_clv_6m,predicted_purchases_6m,frequency,recency,T,expected_value_at_risk
17457,7,14,5923.37,30,612,423.0978571428572,22.972670496561555,1,1,1,0.10787806188956041,1473.0703520803404,3.5506189355910216,13.0,606.0,613.0,158.9119746093995
17695,12,5,1746.04,46,561,349.208,96.35481306089488,1,1,3,0.3509249070484394,452.6025950728214,1.2865241026808436,4.0,549.0,561.0,158.8295236058123
13097,3,26,11587.6,366,618,445.6769230769231,19.26464810648424,1,0,1,0.055620148788343086,2854.111767144219,5.343150443380055,20.0,616.0,619.0,158.74612114712227
17749,58,3,1024.18,52,426,341.3933333333334,149.19953083036154,1,1,3,0.532553631804337,298.0530648654155,0.8983105979895815,2.0,368.0,427.0,158.72924216449064
18170,97,7,2197.9,50,580,313.9857142857143,59.55977389704117,1,0,2,0.2892026718167274,548.7565758943261,1.7445038794909857,6.0,483.0,581.0,158.70186792563786
14350,154,3,941.03,55,310,313.6766666666667,40.30508652763321,1,1,2,0.5184220494107902,306.02850916437365,1.0516574805911796,2.0,156.0,311.0,158.65192689912337
16985,38,20,8182.48,119,609,409.124,28.720573549795965,1,0,1,0.07941546659513227,1997.6780475630335,3.7971768820768887,14.0,572.0,610.0,158.64653425407113
13761,60,5,1373.23,82,537,274.646,140.26492790430544,1,0,2,0.4445764064945979,356.81980397735856,1.0299863864517906,3.0,477.0,537.0,158.6336662183609
13583,36,2,1445.031,93,559,722.5155,0.0,1,1,3,0.4749859941516661,333.82134417797135,0.4324264829955936,1.0,524.0,560.0,158.5604630334192
16520,66,6,2147.38,251,527,357.8966666666667,50.629043048432194,1,1,2,0.266556937963761,593.1032030736611,1.6297740668470884,5.0,461.0,528.0,158.09577370781383
17700,93,12,5131.85,211,619,427.6541666666667,27.255358105417464,1,0,1,0.13921823760617597,1135.5143863661006,2.641262234353966,10.0,525.0,619.0,158.0843116463469
14600,186,2,865.1700000000001,53,273,432.585,0.0,1,1,2,0.6019811722456417,262.57716866043006,0.6657602167190186,1.0,88.0,274.0,158.06651179514728
16340,319,2,959.93,170,431,479.965,0.0,1,0,2,0.6490911640577451,243.51083510573952,0.4129247303986574,1.0,112.0,432.0,158.06073141945808
16608,334,2,1251.62,94,544,625.8100000000001,0.0,1,1,2,0.7074001647557123,223.39014972320746,0.3742236780046175,1.0,210.0,544.0,158.0262287190002
18159,181,1,528.15,23,181,528.15,0.0,1,1,0,0.6738509207327273,234.4867030148055,0.45950573208537,0.0,0.0,182.0,158.00908072610827
13169,132,2,632.4000000000001,11,442,316.20000000000005,0.0,1,0,0,0.614115017069954,257.09070990687064,0.5107726605701082,1.0,310.0,443.0,157.88326570298446
12528,30,3,1026.97,43,193,342.3233333333333,64.34671708797582,0,0,3,0.34656890815790486,455.48507613079323,1.69447413726198,2.0,163.0,193.0,157.8569655168692
14326,122,3,940.98,54,413,313.66,107.48023074035522,1,1,2,0.5639389150906582,279.82608944276325,0.89434541834952,2.0,290.0,413.0,157.8048212944134
17157,56,18,4994.36,75,615,277.46444444444444,71.69651111373797,1,0,1,0.1318820571942022,1195.4927250111361,4.234361484466337,16.0,559.0,616.0,157.6640399351713
15130,50,1,330.11,22,50,330.11,0.0,1,1,3,0.5122188125899639,307.73855622571193,0.9646373116294865,0.0,0.0,50.0,157.62947785808402
15708,19,8,3239.24,114,306,404.905,23.698503067051465,1,0,1,0.11001484201290901,1431.9836681551621,3.5633491847524366,7.0,287.0,306.0,157.53945701715608
14489,87,4,1567.93,65,493,391.9825,87.92231419459642,1,1,2,0.39400289877346606,399.75427004270057,1.0969116731340396,3.0,405.0,493.0,157.50434119389496
13444,254,2,619.08,51,386,309.54,0.0,1,1,0,0.6588189276875239,239.00764282447136,0.4953609433329019,1.0,132.0,387.0,157.46275895474093
17585,50,6,1735.3,248,358,289.21666666666664,42.81004555008088,1,0,2,0.2552191514716375,616.882785331443,2.2650166468108672,5.0,308.0,359.0,157.44030102975117
16224,21,4,1183.12,82,267,295.78,65.73684912842516,1,0,3,0.2991346343836915,525.839928684429,1.8558113852869418,3.0,246.0,268.0,157.29693481136306
15415,193,1,559.61,46,193,559.61,0.0,1,1,0,0.6627698540124995,237.20741359413805,0.4387098702488378,0.0,0.0,194.0,157.21392287846948
13276,277,3,1279.98,184,522,426.66,25.45584412271571,1,0,2,0.55502408962097,283.25486305706863,0.6438283702698656,2.0,245.0,523.0,157.21327249896206
16205,60,4,1174.83,109,423,293.7075,91.35826910210882,1,0,2,0.39921919360513164,393.6450049184942,1.2616150256517216,3.0,363.0,423.0,157.15064143024932
16919,36,24,4909.66,230,357,204.56916666666663,21.972854254981804,1,1,1,0.08198831517248927,1916.591564173868,8.74093439228058,21.0,321.0,358.0,157.13811322042127
14276,61,6,1703.34,63,540,283.89,64.08431945491814,1,0,2,0.3517735835303686,446.6479836537885,1.3117227305667023,4.0,480.0,541.0,157.11896178650667
16161,20,36,10065.05,360,550,279.5847222222222,11.447505324360431,1,0,1,0.05647673225070745,2778.182050301182,9.915522416377396,34.0,529.0,550.0,156.9026437985813
15392,240,4,1691.07,54,312,422.7675,10.066445913694333,1,0,2,0.4999400943209608,313.5464722178891,0.7382668894898404,3.0,71.0,312.0,156.754452894616
14829,64,6,1289.95,72,316,214.99166666666667,72.67392930067838,1,0,2,0.33333749117949224,470.03231459202976,2.03231052645187,4.0,252.0,317.0,156.67939251939706
14653,218,6,1840.86,150,618,306.81,68.86435943214748,1,0,2,0.4250772909779262,368.39827505400007,1.25294728669798,5.0,399.0,618.0,156.59774076089528
17019,142,10,3340.14,308,618,334.014,43.53765930522423,1,0,2,0.2004160489020171,781.1709109234206,2.0587550129912504,8.0,476.0,618.0,156.55918748446152
15252,63,4,1663.18,82,492,415.795,102.06043960973976,1,0,2,0.4059083185584374,385.5665346058433,1.109016968453806,3.0,428.0,492.0,156.5046637542614
14691,93,1,439.6,17,93,439.6,0.0,1,0,0,0.5189996458525781,301.4198750812532,0.7095700111879107,0.0,0.0,93.0,156.43680842009874
15098,62,3,1208.95,1,62,402.98333333333335,0.0,1,1,3,0.4616844876571173,338.7685677598117,0.8699030426565734,0.0,0.0,63.0,156.40419264052406
16023,72,2,500.69,59,146,250.345,0.0,1,0,3,0.40872243881798115,382.59873200356503,1.174398701961389,1.0,74.0,147.0,156.37668683316429
15031,162,11,2598.58,205,611,236.23454545454544,46.91185588123989,1,0,2,0.27396325607314526,570.7726033144354,1.9999858548197602,8.0,449.0,612.0,156.3707208813684
12474,18,25,8738.84,278,547,349.5536,17.039595831091667,0,0,1,0.06352006086651112,2461.207315984737,6.5189994734159695,22.0,529.0,547.0,156.33603851645293
15907,57,2,477.59,93,90,238.795,0.0,1,0,3,0.383864931657737,407.1118515936879,1.570411170666144,1.0,34.0,91.0,156.27596308906578
17478,288,2,1272.8,40,513,636.4,0.0,1,1,2,0.6806456486462142,229.55928661627217,0.40764870047003116,1.0,225.0,514.0,156.24852954169478
12948,95,5,1138.74,53,618,227.748,224.19188210102524,1,0,2,0.546681460920301,285.7349821339794,1.1554916621744682,4.0,523.0,618.0,156.20601746903995
16096,144,4,1244.92,58,525,311.23,61.80884510596629,1,1,2,0.5329507663422061,293.03521451946506,1.0088241404259852,3.0,381.0,526.0,156.17334214340164
13591,84,6,1753.04,71,605,292.17333333333335,62.02177037137847,1,0,2,0.32790736137054294,476.0620172882251,1.4374046075273976,5.0,521.0,606.0,156.10423993771968
12368,508,1,917.7,18,508,917.7,0.0,0,1,0,0.8765344238062207,178.03009964255418,0.20081126538137373,0.0,0.0,509.0,156.04951081035028
14978,116,9,2711.05,159,471,301.2277777777778,32.98673976009148,1,0,2,0.2012801655244638,775.2459469892852,2.5937809708824355,8.0,355.0,471.0,156.04163253217303
16736,386,5,2952.56,116,616,590.512,62.40192304729078,1,1,2,0.6647331201226588,234.50497064692843,0.5568632480321427,4.0,231.0,617.0,155.88322082240526
15841,98,7,2113.37,47,610,301.91,65.97095320416908,1,0,2,0.31477151953550253,495.07434088742036,1.6733967127816811,6.0,511.0,610.0,155.8353025641707
16797,273,5,1798.02,289,617,359.604,46.42107998169222,1,1,2,0.4109731013012708,379.09855453771337,0.9594585590108444,4.0,344.0,618.0,155.799308657193
12725,251,4,1996.46,92,464,499.115,75.40778032360676,0,1,2,0.5262852496537366,296.0323548964766,0.9176424584296913,3.0,213.0,465.0,155.79746180227573
13520,18,10,5251.28,72,603,525.1279999999999,28.561337503695448,0,0,1,0.120547308322072,1292.3590485225532,2.53323469192505,9.0,585.0,603.0,155.7904046850678
16777,137,4,1239.08,118,513,309.77,28.431203515386635,1,0,2,0.44306603632156416,351.3855546940714,1.0338364779497222,3.0,375.0,513.0,155.68700493895642
15436,114,1,484.1,124,114,484.1,0.0,1,0,0,0.5321839477866216,292.4910119646045,0.6252788858393485,0.0,0.0,115.0,155.6590214394272
12721,63,6,2996.01,146,352,499.335,20.33961651555899,0,0,2,0.15525459088192786,1002.1184684621775,2.280825128909653,5.0,288.0,352.0,155.5834928363195
15951,166,2,680.12,35,261,340.06,0.0,1,0,0,0.580828186471472,267.8549578134043,0.7110268582047601,1.0,96.0,262.0,155.57770938415229
14186,307,5,1550.63,75,525,310.12600000000003,27.801378862687127,1,1,2,0.5922274342140753,262.540176769095,0.7989438170583419,4.0,217.0,525.0,155.48349526607092
14288,93,1,426.6,16,93,426.6,0.0,1,1,0,0.53462906422397,290.7226288578,0.7052446389386648,0.0,0.0,94.0,155.42876701497815
15133,8,5,1806.9,45,401,361.38,43.97252930334271,1,1,3,0.2869224963455666,541.6931895239726,1.7221673717257768,4.0,393.0,401.0,155.42396219161034
14420,277,3,1245.65,58,572,415.2166666666667,45.254833995939045,1,0,2,0.6065921144334195,256.1205388884767,0.6151854305896006,2.0,295.0,572.0,155.36069923418793
17360,64,4,938.17,137,315,234.5425,104.97142468310126,1,0,2,0.3826566896190056,405.9581415077368,1.1468340874536302,2.0,250.0,315.0,155.3425985532344
13304,231,4,1203.99,59,550,300.9975,16.56301099840646,1,1,2,0.5834426567679803,266.21733954723356,0.8964536799867938,3.0,318.0,550.0,155.32255186314148
13183,16,11,5261.42,48,516,478.3109090909091,14.667045449654209,1,0,1,0.10461539593981882,1484.4871883696508,3.212455600039247,10.0,500.0,516.0,155.3002149788794
13414,14,6,1573.02,48,483,262.17,58.01120581404941,1,1,3,0.3289324510113543,471.7483443692704,1.7861685155263718,5.0,470.0,484.0,155.17333917393253
13797,317,3,1179.45,71,528,393.15,36.76955262170047,1,1,2,0.644877830985669,240.5492458474722,0.592898200196977,2.0,211.0,528.0,155.1248759073563
14644,178,6,1600.46,37,616,266.74333333333334,99.12466897800972,1,0,2,0.4560869623804016,340.0712647085226,1.1034262637215269,4.0,438.0,617.0,155.10207011377153
14478,262,4,1271.66,59,618,317.915,71.58444896297891,1,1,2,0.5984234550632799,259.1191501993114,0.8017428015963578,3.0,356.0,619.0,155.0629771353329
14838,303,2,769.9200000000001,69,617,384.96,0.0,1,1,0,0.6723323017659305,230.62793648961755,0.35748189885576137,1.0,313.0,617.0,155.0586113915914
15225,114,1,409.4,23,114,409.4,0.0,1,1,0,0.626583109249126,247.35761267983696,0.6252788858393485,0.0,0.0,115.0,154.99010204937326
17623,289,6,1830.72,108,605,305.12,55.83189052862172,1,0,2,0.48024437587210383,322.61233564852853,1.0101906867045332,5.0,316.0,606.0,154.93275978216926
16958,315,1,777.49,69,315,777.49,0.0,1,1,0,0.6854976085880363,225.80840740899535,0.3006167824615365,0.0,0.0,316.0,154.79112327793933
14657,35,5,1240.91,132,315,248.182,55.29617226053415,1,0,3,0.29913756824275733,517.4413975464663,2.0752699508248025,4.0,280.0,316.0,154.7861613701838
16835,8,6,1456.66,58,450,242.77666666666667,95.12728315262662,1,1,3,0.35972127909435986,429.96716802962214,1.9044435372832111,5.0,441.0,450.0,154.66833965219521
15443,200,8,2333.35,249,523,291.66875,50.96684262948852,1,0,2,0.3366262488112978,459.41458413511816,1.7085368031581398,7.0,322.0,523.0,154.6510081066072
14461,28,13,6657.91,515,571,512.146923076923,36.17664992781946,1,1,1,0.08618360800899215,1793.348506728483,3.206336726040557,11.0,542.0,571.0,154.557244727399
15874,58,20,7708.88,236,581,385.444,29.47364766079605,1,0,1,0.08048558196253977,1920.1873820151486,3.9138485868108868,14.0,524.0,582.0,154.5473989186149
14679,262,3,1289.44,49,611,429.8133333333333,48.79036790187178,1,1,2,0.6170191381090181,250.4114366120789,0.5987911439958724,2.0,350.0,612.0,154.50864879102593
13649,137,6,1446.68,97,407,241.1133333333333,39.32302124710155,1,1,2,0.370530965378491,416.30062397939236,1.8626656021116483,5.0,271.0,408.0,154.25227209075243
13562,21,7,4248.58,87,574,606.9399999999999,66.3284755340168,1,0,1,0.15655631178571186,985.2720952338552,1.533162247980992,5.0,553.0,575.0,154.25056533519302
13468,2,61,11189.47,264,616,183.43393442622948,5.911207396239447,1,0,1,0.05565736266238743,2769.982960240927,15.274009779286079,58.0,615.0,617.0,154.16994618676276
14913,63,7,3737.85,161,366,533.9785714285714,29.26716020844296,1,0,2,0.11756406326383957,1311.1993327776504,2.604036336465678,6.0,302.0,366.0,154.14992131017593
12591,197,3,1232.55,63,289,410.85,38.89087296526012,0,1,2,0.5471248092185164,281.73030211087973,0.9469653999133193,2.0,91.0,289.0,154.14163779349005
18179,132,6,1623.54,70,543,270.59,80.44376918071406,1,0,2,0.391646218630574,393.4962918463959,1.5279704796319293,5.0,411.0,544.0,154.11133474679372
12820,207,8,1917.64,91,614,239.705,27.57241547703239,1,0,2,0.3849227222976898,400.2635347150309,1.6266899032086306,7.0,408.0,615.0,154.07052941900557
14970,17,11,4447.04,57,543,404.2763636363636,45.07721769980436,1,0,1,0.12622847102941429,1219.9108283569262,2.4840082308026687,8.0,526.0,544.0,153.98747865572105
15105,15,3,1328.96,67,507,442.9866666666667,70.0035713374682,1,0,3,0.4003568206444545,384.6182989673903,0.7850555551490922,2.0,492.0,507.0,153.98455933626263
16135,143,2,819.45,35,464,409.725,0.0,1,1,2,0.6101097847827679,252.37494288646235,0.4897034567733835,1.0,321.0,464.0,153.9764220890229
12782,30,10,4024.69,135,399,402.469,31.721881687216754,0,0,1,0.1053554790357909,1459.3767103040552,3.598930809035413,9.0,370.0,400.0,153.75333240776038
13772,120,6,2098.81,313,534,349.8016666666667,58.97711420542718,1,0,2,0.30029072538352003,511.9036872618089,1.2891831702098766,4.0,415.0,535.0,153.71992957434716
15186,48,4,1221.05,26,577,305.2625,112.36695837003568,1,0,3,0.4587745105646619,334.99591520095964,0.9703256038336484,3.0,528.0,577.0,153.68758703748125
12413,116,3,755.0,37,282,251.66666666666663,24.748737341529164,0,0,2,0.4845558958489842,316.95778668557955,1.1852743847448435,2.0,166.0,283.0,153.58376427374222
13557,161,12,2688.88,116,611,224.07333333333327,42.448257272290284,1,0,2,0.27671712663120585,555.0176719075246,2.3644044490448324,10.0,451.0,612.0,153.58289539979154
15422,203,7,1617.97,80,551,231.13857142857145,47.50438576243952,1,1,2,0.43566893028616765,352.4362487315741,1.368718767362619,5.0,347.0,551.0,153.5455234789546
15157,34,4,2148.88,116,609,537.22,28.0,1,0,3,0.29965050024814394,512.3830685922571,0.9267789199279535,3.0,575.0,610.0,153.5358428223489
14695,399,3,1534.22,76,613,511.4066666666667,150.61374439273462,1,1,2,0.7661715873598728,200.1669868331494,0.32410316427278135,1.0,213.0,613.0,153.36225803899683
13435,7,4,1332.42,61,380,333.105,62.505999712027645,1,0,3,0.3319552823541649,461.7706725468128,1.4018148568187552,3.0,374.0,381.0,153.28721398814986
14963,64,8,1945.43,215,406,243.17875,69.36823755114715,1,0,2,0.22420558579923178,682.8255380171668,2.3962896837738623,6.0,342.0,406.0,153.0932997498145
14315,9,7,2244.84,68,515,320.6914285714286,108.11598710027424,1,0,1,0.25104909217215526,609.5901541890313,1.9994600920883498,6.0,505.0,515.0,153.03705480624046
17262,107,10,2170.76,10,605,217.076,50.51979809935903,1,0,2,0.282678971754371,540.870210169233,1.9257159465953597,7.0,497.0,605.0,152.89263486320934
15449,65,2,647.7,30,142,323.85,0.0,1,0,3,0.41310369404381997,369.9730195927167,1.2119970517576797,1.0,76.0,142.0,152.83722109029785
14522,78,5,1052.51,27,564,210.502,184.0235492176658,1,0,2,0.5821286728325962,262.51951067644075,1.2556995795813273,4.0,486.0,565.0,152.820134342739
14377,71,2,591.05,11,142,295.525,0.0,1,1,3,0.45549769953762853,335.4792695579934,1.1956495731246204,1.0,71.0,143.0,152.81003552622997
15260,22,24,8445.18,183,614,351.8825,30.667475787000225,1,0,1,0.07168810654107956,2129.8193831380404,4.835540814929801,18.0,591.0,614.0,152.68271885165618
17768,46,5,1593.66,88,618,318.732,136.78328357904948,1,0,2,0.4229713402749959,360.73636563822936,0.9137610372050217,3.0,571.0,618.0,152.58114405993285
15142,290,5,2121.18,97,381,424.236,20.872629605937693,1,0,2,0.48134688613169113,316.9730039046174,0.5785418675851397,3.0,90.0,381.0,152.573968417296
13363,290,1,729.36,42,290,729.36,0.0,1,0,0,0.6715447022718797,227.05037131292386,0.3222127053344232,0.0,0.0,290.0,152.47447400405719
13029,19,4,1093.0,11,403,273.25,98.09349281850112,1,0,3,0.40461358155921506,376.54818095455823,1.3298791047794825,3.0,385.0,404.0,152.35650812563122
17713,262,4,1188.09,55,429,297.0225,17.214335111567145,1,1,2,0.6047132122961295,251.92961565664262,0.8700568290342028,3.0,166.0,429.0,152.34516715625765
12431,17,22,8207.58,216,574,373.0718181818182,23.996428305657727,0,0,1,0.07782855753831651,1956.954517353244,5.419228263628329,19.0,557.0,574.0,152.30694725369537
17049,38,14,6324.77,228,526,451.7692857142857,36.73431987134451,1,0,1,0.08782987631965543,1733.6957459966657,3.137216895729666,10.0,488.0,526.0,152.2702829467999
12352,142,7,1060.06,38,273,151.43714285714285,28.891175123210203,0,0,2,0.41571552407840323,366.22926398925176,2.039327217024525,5.0,130.0,273.0,152.24719041213967
16972,263,2,749.0,54,337,374.5,0.0,1,1,0,0.6447363237866511,236.0463961861047,0.5010901165160861,1.0,74.0,337.0,152.18768572011652
18215,317,4,1933.15,49,503,483.2875,29.93882651897588,1,0,2,0.578957821677062,262.8569453650053,0.7010720115774914,3.0,186.0,504.0,152.18308450120995
13627,56,5,1634.43,97,520,326.886,59.24806607251694,1,0,2,0.3452933516483398,440.53409905458125,1.3568491145738701,4.0,464.0,521.0,152.11349557793807
14389,71,4,1165.69,40,470,291.4225,90.23487869628536,1,0,2,0.4323982616624155,351.6810222197448,1.1478413486231276,3.0,400.0,471.0,152.06626266747898
15649,216,4,1660.35,8,267,415.0875,12.662279942148386,1,1,2,0.537682961646699,282.74820073916214,0.7724225222961598,3.0,51.0,268.0,152.0288899737081
13200,6,1,319.32,14,6,319.32,0.0,1,0,3,0.3253620533898758,467.0520609669806,1.513264556909255,0.0,0.0,7.0,151.96101759619026
17548,114,4,731.26,22,276,182.815,78.3092161455683,1,1,2,0.5094573402268648,298.25048442093964,1.6524431597680402,3.0,163.0,277.0,151.9458985144659
13439,135,3,986.61,132,406,328.87,4.242640687119285,1,1,2,0.48956971468613,310.25268558167755,0.8960287545411371,2.0,271.0,407.0,151.89031876082748
14817,80,7,3714.51,142,508,530.6442857142857,37.25945070269645,1,1,2,0.1485492809479697,1021.8080697436856,1.971226720839919,6.0,427.0,508.0,151.78885402725737
14285,57,5,1380.31,33,611,276.062,133.4466185408982,1,0,2,0.42853990387401303,354.06072380441304,1.1792343487670043,4.0,555.0,612.0,151.72914854470665
16938,60,8,5915.68,541,540,739.46,39.272551907577046,1,0,1,0.0996314625667473,1522.6182276514255,2.1744857536832205,7.0,481.0,541.0,151.70068095170012
15596,95,8,2710.82,82,380,338.8525,21.39091930169035,1,0,2,0.18431186164085198,823.0320907659636,2.7914668011855386,7.0,285.0,380.0,151.6945768392374
15834,46,6,3094.36,268,304,515.7266666666667,52.72855014126598,1,0,2,0.14399611436846618,1053.2796176175164,1.6563793169370242,3.0,259.0,305.0,151.6681722804262
15144,18,20,8041.91,142,607,402.0955,27.924606098045395,1,0,1,0.07468494013769948,2030.441440831444,4.101174891379792,15.0,589.0,607.0,151.64339746160067
13077,170,10,2588.82,176,609,258.882,42.32250517684941,1,0,2,0.26723711395448596,567.4042711203855,1.9706789371705493,8.0,438.0,609.0,151.63147985966052
13711,99,9,1789.26,80,604,198.80666666666667,74.85175825781059,1,1,2,0.3382472321484278,448.15980730240227,1.9372771542634395,7.0,506.0,605.0,151.58881438021032
13295,240,4,1101.97,56,457,275.4925,81.09870529176159,1,1,2,0.6079950424761886,249.0906824022054,0.9558624824570996,3.0,217.0,457.0,151.4459000275517
13013,4,23,9352.77,260,606,406.6421739130435,30.50104674947817,1,0,1,0.06686554992271708,2264.6171572340654,5.4445665910647065,20.0,602.0,606.0,151.42487158287602
15150,8,7,5582.92,349,424,797.5600000000001,66.68633043335544,1,0,1,0.10932068071751262,1384.783080369926,2.004078179092759,5.0,415.0,424.0,151.3854289921343
17123,42,3,977.17,37,453,325.7233333333333,101.82337649086284,1,1,3,0.47087975796638465,321.4814829101913,0.8592852344789452,2.0,411.0,453.0,151.3791228634253
17115,63,6,2536.81,98,615,422.8016666666667,115.47077552350638,1,0,2,0.2586619514276094,585.0168121238107,1.4298373775375939,5.0,552.0,615.0,151.32159024190403
14625,76,11,4485.88,167,603,407.80727272727273,52.42783399853343,1,1,1,0.14535851669260824,1040.8990854030822,2.475812201424669,9.0,527.0,604.0,151.30354708088456
16232,23,6,2447.13,60,430,407.855,74.7241594131376,1,0,3,0.21762966611201895,694.7202372149935,1.6127548357772614,4.0,407.0,431.0,151.19173326636164
16730,115,2,480.94,35,199,240.47,0.0,1,0,0,0.5575507157846774,271.0709515249681,0.910900918819764,1.0,85.0,200.0,151.13580305117955
15971,21,12,3379.4300000000003,12,612,281.6191666666667,85.721748592864,1,0,1,0.1774200728000628,851.8110685120514,3.021151792932865,11.0,590.0,612.0,151.12838178730743
12854,121,6,2461.09,166,608,410.1816666666667,88.07383266328314,1,0,2,0.2847626909013079,530.6857735951623,1.4061246799141596,5.0,487.0,609.0,151.11950891200067
14868,42,7,2125.89,98,300,303.6985714285714,57.06020212605864,1,0,2,0.18933608191159698,796.7723943401091,2.1500331960700447,4.0,259.0,301.0,150.85776331967816
18235,97,1,430.46,29,97,430.46,0.0,1,0,0,0.526788669931601,286.37022510471843,0.6884617715979235,0.0,0.0,98.0,150.8565899909278
18229,18,20,7242.27,65,616,362.1135,27.1796062177517,1,0,1,0.08480970444984531,1778.7457570467175,4.82018110747555,18.0,598.0,617.0,150.85490194654847
12730,402,1,803.9,47,402,803.9,0.0,0,1,0,0.78863181139821,191.1260048631685,0.24609357630266798,0.0,0.0,402.0,150.72804742054367
17020,422,2,935.62,64,527,467.81,0.0,1,1,0,0.7995054613390987,188.50731804370412,0.3070496663458557,1.0,104.0,527.0,150.71263027832788
13168,79,4,1494.2,119,422,373.55,100.27129865187412,1,0,2,0.387026117031213,389.3899715937211,1.2501254185587458,3.0,343.0,423.0,150.7040887168122
16370,63,2,543.21,88,105,271.605,0.0,1,0,3,0.38141516726015534,395.09337829785056,1.4349991451115065,1.0,43.0,106.0,150.6946069668545
14493,35,6,3235.84,228,522,539.3066666666667,83.94938951535026,1,0,1,0.17379073305229256,867.0211722494797,1.663191864779231,5.0,486.0,522.0,150.6802450970951
16209,59,7,3021.57,43,427,431.6528571428572,61.79778852569618,1,0,2,0.17804146728310166,845.8620075467574,2.305169488038174,6.0,367.0,427.0,150.59851294265468
13760,136,4,1211.94,80,473,302.985,47.44470465710583,1,0,2,0.45754045248659675,328.90711137961785,1.100975466920447,3.0,337.0,474.0,150.48830856668982
15194,7,24,8849.53,227,617,368.7304166666667,29.405438984943466,1,0,1,0.0683546920369393,2200.451342152859,5.876030256871202,22.0,610.0,617.0,150.4111738351284
15829,21,1,325.44,26,21,325.44,0.0,1,0,3,0.3746256979764105,401.33745000547566,1.275967944965332,0.0,0.0,21.0,150.35132233237408
17095,179,6,1776.05,83,605,296.0083333333333,49.07341439109368,1,0,2,0.38440352240340786,390.9726068808666,1.3453231505413914,5.0,425.0,605.0,150.29124724824797
15736,315,2,1763.12,95,315,881.56,0.0,1,1,2,0.5869857866952302,256.03372343756695,0.3006167824615365,0.0,0.0,316.0,150.28815657250922
13221,120,2,847.41,62,239,423.705,0.0,1,1,2,0.5294438812595775,283.71554673406814,0.8072194211046879,1.0,119.0,240.0,150.2114602365681
16880,6,6,1162.79,91,373,193.7983333333333,129.49131244990917,1,0,3,0.3980924094044225,376.92918067938996,1.8267594053016882,4.0,367.0,374.0,150.05264571149323
13890,239,5,1233.92,50,613,246.784,81.09665015687557,1,0,2,0.5823136421681943,257.4627572656509,1.0310598089355487,4.0,375.0,614.0,149.9240759060269
13811,64,3,594.5,7,119,198.16666666666663,33.94112549695428,0,1,3,0.3996328552021282,374.96757345252104,2.187067573811399,2.0,56.0,120.0,149.84936198704472
17690,67,15,4790.58,192,554,319.372,58.0432294373468,1,0,1,0.11851660787255132,1264.3665491233367,3.772361776680471,13.0,488.0,555.0,149.8484345096214
13900,63,6,1610.59,80,504,268.4316666666667,49.401416983726286,1,1,2,0.33531226287305005,446.6642835333888,1.6950143531667288,5.0,441.0,505.0,149.77201165615023
13506,196,5,1338.08,55,341,267.616,15.777093099385157,1,1,2,0.5081955397397064,294.5083999819943,1.319359363716512,4.0,144.0,341.0,149.66785528672693
15587,23,5,1065.24,3,372,213.048,85.94329525914165,1,0,3,0.37852008945335464,395.3740165167588,1.826045339452071,4.0,349.0,372.0,149.65700809945565
12759,52,7,4540.72,188,616,648.6742857142857,46.09446821474351,0,0,1,0.13543838753286128,1104.5147334313015,1.6902316374990982,6.0,564.0,616.0,149.59369450222357
17588,52,6,2401.59,31,518,400.265,43.79840179732589,1,0,2,0.23080232867464442,648.0448034056985,1.6654405825540952,5.0,465.0,518.0,149.57024971153737
14116,2,1,319.97,17,2,319.97,0.0,1,0,3,0.29822838418113423,501.45315229392475,1.6213859305396898,0.0,0.0,2.0,149.5475633511534
14257,3,8,5559.57,163,528,694.94625,46.70423657748528,1,0,1,0.10951620725310969,1364.868390665683,2.254411798736296,7.0,525.0,529.0,149.47520954536122
18062,53,6,1632.67,46,478,272.1116666666667,68.34251970771929,1,1,2,0.35423770690703965,421.5755920220574,1.7833782150852437,5.0,424.0,478.0,149.33797100587128
12690,86,1,379.86,16,86,379.86,0.0,0,1,0,0.5486488464504296,272.14991738225876,0.7414130171124985,0.0,0.0,86.0,149.31473823335597
14618,218,5,996.68,35,427,199.336,55.15432893255071,1,0,2,0.5838323946327738,255.66138152038073,1.038348536707026,3.0,209.0,427.0,149.26339658816707
16163,112,6,2402.98,59,618,400.4966666666666,70.81525259433873,1,1,2,0.3399885978546558,438.57406877957857,1.3958612205922192,5.0,505.0,618.0,149.1101826997803
14430,392,3,1220.9,29,487,406.9666666666667,67.17514421272202,1,1,2,0.7714739496042968,193.27623082951948,0.3324070853618005,1.0,96.0,488.0,149.10757716268114
12564,141,1,441.75,21,141,441.75,0.0,0,1,0,0.6396580283036827,232.98659996899144,0.5458410454795876,0.0,0.0,142.0,149.0317491573439
16066,4,1,316.38,6,4,316.38,0.0,1,0,3,0.3133182124006485,475.428645759312,1.5547048433843362,0.0,0.0,5.0,148.9604534133688
17955,79,6,816.54,16,545,136.09,191.8945022662192,1,1,2,0.5925567640948299,251.3271087024883,1.293123682664908,4.0,467.0,546.0,148.92557826205604
16471,155,4,1189.98,48,533,297.495,45.98188048931159,1,1,2,0.5296591002447463,281.16443245274667,0.9915682150373736,3.0,378.0,533.0,148.92130031374654
